,ID,version,timelog,task,response
102,101,keys,0.928757906,color,
103,101,keys,0.724675179,object,knife
104,101,keys,0.701356888,object,knife
105,101,keys,0.658089876,object,knife
106,101,keys,0.633597136,object,knife
107,101,keys,0.573566914,object,knife
108,101,keys,0.564369202,object,knife
109,101,keys,0.573354244,object,knife
110,101,keys,0.599287033,color,pink
111,101,keys,0.592886209,color,pink
112,101,keys,0.593342066,color,pink
0,102,keys,0.630315781,color,red
1,102,keys,0.577839851,color,red
2,102,keys,0.579168081,color,red
3,102,keys,0.579021931,object,candle
4,102,keys,0.560168982,object,candle
5,102,keys,0.593362093,color,pink
6,102,keys,0.586654902,object,knife
7,102,keys,0.564116955,object,knife
8,102,keys,0.577297926,color,red
9,102,keys,0.588491917,object,ornament
10,102,keys,0.579252005,color,pink
11,102,keys,0.582537174,object,candle
12,102,keys,0.581262827,color,
13,102,keys,0.552497864,color,white
14,102,keys,0.583039999,color,
15,102,keys,0.571182728,color,white
16,102,keys,0.589270115,color,red
17,102,keys,0.579649925,object,knife
0,102,speech,0.634954214,object,soap
1,102,speech,0.546489,object,pencil case
2,102,speech,0.553203106,object,tongs
3,102,speech,0.545747757,object,
4,102,speech,0.575998068,object,
5,102,speech,0.554775953,object,ball
6,102,speech,0.543941975,color,orange
7,102,speech,0.548465014,object,ball
8,102,speech,0.547860146,color,green
9,102,speech,0.558159828,object,pen
10,102,speech,0.568243265,object,pen
11,102,speech,0.571465254,object,
12,102,speech,0.547938108,object,calculator
13,102,speech,0.557692289,color,
14,102,speech,0.551546097,color,
15,102,speech,0.579374075,color,indigo
0,103,speech,0.594496012,object,
1,103,speech,0.551346064,object,ball
2,103,speech,0.559653044,color,green
3,103,speech,0.554881096,object,tongs
4,103,speech,0.550961971,object,
5,103,speech,0.551045895,object,calculator
6,103,speech,0.550034761,object,pencil case
7,103,speech,0.546272993,object,
8,103,speech,0.55056715,object,soap
9,103,speech,0.56737113,object,pen
10,103,speech,0.561863899,object,tablet
11,103,speech,0.569816828,color,indigo
12,103,speech,0.544989824,object,
13,103,speech,0.54061389,object,ball
14,103,speech,0.550276041,color,orange
15,103,speech,0.561655045,object,
0,103,keys,0.74314332,color,pink
1,103,keys,0.616653204,object,ornament
2,103,keys,0.601627827,object,knife
3,103,keys,0.579749107,color,red
4,103,keys,0.574884892,object,ornament
5,103,keys,0.598503828,object,candle
6,103,keys,0.574808836,color,pink
7,103,keys,0.584725857,object,knife
8,103,keys,0.559409857,color,pink
9,103,keys,0.60248208,object,box
10,103,keys,0.599899292,object,candle
11,103,keys,0.58868885,color,red
0,104,keys,0.662482977,color,
1,104,keys,0.578061819,color,
2,104,keys,0.56551981,color,
3,104,keys,0.560667038,color,
4,104,keys,0.578922987,color,pink
5,104,keys,0.566004992,color,pink
6,104,keys,0.564749241,color,pink
7,104,keys,0.566551208,color,pink
8,104,keys,0.582213879,object,candle
9,104,keys,0.569030762,object,candle
10,104,keys,0.549679995,object,candle
11,104,keys,0.56641984,object,candle
12,104,keys,0.572610617,object,candle
13,104,keys,0.569646835,object,candle
14,104,keys,0.591601133,object,candle
15,104,keys,0.580890894,object,candle
16,104,keys,0.574868917,object,
17,104,keys,0.594981909,color,
18,104,keys,0.562100887,color,pink
19,104,keys,0.57177186,color,pink
20,104,keys,0.599281788,object,ornament
21,104,keys,0.573712826,object,ornament
22,104,keys,0.571521997,object,ornament
23,104,keys,0.574338913,object,
24,104,keys,0.571994781,object,ornament
25,104,keys,0.572276831,object,ornament
26,104,keys,0.573570967,object,ornament
27,104,keys,0.584457874,object,ornament
28,104,keys,0.580191851,object,ornament
29,104,keys,0.569587231,object,
30,104,keys,0.571381092,object,ornament
31,104,keys,0.571377754,object,ornament
32,104,keys,0.572849035,object,
33,104,keys,0.577441931,object,
34,104,keys,0.571182013,object,
35,104,keys,0.568233967,object,
36,104,keys,0.570296049,object,
37,104,keys,0.567461967,object,
38,104,keys,0.580574989,color,white
39,104,keys,0.570546389,color,white
40,104,keys,0.587371111,color,white
41,104,keys,0.565113068,color,white
42,104,keys,0.56110096,color,white
43,104,keys,0.572566986,color,white
44,104,keys,0.575809002,color,white
45,104,keys,0.580698967,color,white
46,104,keys,0.572564125,color,white
47,104,keys,0.585817099,color,red
48,104,keys,0.616143942,color,red
49,104,keys,0.593047142,color,red
50,104,keys,0.580529928,color,red
51,104,keys,0.573550701,color,red
52,104,keys,0.57300663,color,red
53,104,keys,0.577854156,color,red
54,104,keys,0.57738781,color,red
55,104,keys,0.577203035,color,red
56,104,keys,0.583504915,color,red
57,104,keys,0.580634832,color,red
58,104,keys,0.602946997,object,candle
59,104,keys,0.574179888,object,candle
60,104,keys,0.595370054,object,candle
61,104,keys,0.585134268,object,candle
62,104,keys,0.580901861,object,candle
63,104,keys,0.605523109,color,red
64,104,keys,0.595283985,color,red
65,104,keys,0.582711935,color,red
66,104,keys,0.585342884,color,red
67,104,keys,0.601206064,object,ornament
68,104,keys,0.584491968,object,ornament
69,104,keys,0.578775883,object,ornament
70,104,keys,0.578240156,object,ornament
71,104,keys,0.577623129,object,ornament
72,104,keys,0.576356173,object,ornament
73,104,keys,0.58736515,color,pink
74,104,keys,0.582401037,color,pink
75,104,keys,0.585595131,color,pink
76,104,keys,0.570954323,color,pink
77,104,keys,0.583848,color,pink
78,104,keys,0.571686983,color,
79,104,keys,0.579457045,color,pink
80,104,keys,0.569665909,color,pink
81,104,keys,0.583474159,object,
82,104,keys,0.585615873,object,
83,104,keys,0.58490634,object,
84,104,keys,0.578131914,object,
85,104,keys,0.57501173,object,
86,104,keys,0.577528954,object,
87,104,keys,0.57950592,object,
88,104,keys,0.567420006,object,knife
89,104,keys,0.580794096,object,knife
90,104,keys,0.597553015,object,knife
91,104,keys,0.597829103,color,grey
92,104,keys,0.61217618,color,grey
93,104,keys,0.579792023,color,grey
94,104,keys,0.577208996,color,
95,104,keys,0.584160089,color,grey
96,104,keys,0.563985109,color,grey
97,104,keys,0.559450865,color,grey
98,104,keys,0.555592775,color,grey
99,104,keys,0.578809023,object,box
100,104,keys,0.586644173,object,box
101,104,keys,0.579357147,object,box
102,104,keys,0.574139833,object,
103,104,keys,0.583427906,object,box
104,104,keys,0.573421001,object,box
105,104,keys,0.580979824,object,box
106,104,keys,0.592354059,color,pink
107,104,keys,0.588427067,color,
108,104,keys,0.586630106,color,
109,104,keys,0.59059,color,
110,104,keys,0.593182087,color,
111,104,keys,0.590303421,color,
112,104,keys,0.587827921,color,
113,104,keys,0.59382391,color,
114,104,keys,0.591996908,color,
115,104,keys,0.577131033,color,
116,104,keys,0.587769032,color,
117,104,keys,0.582856894,color,
118,104,keys,0.598253965,color,
119,104,keys,0.579252005,color,
120,104,keys,0.579586744,color,
121,104,keys,0.618714809,color,
122,104,keys,0.587924957,color,
123,104,keys,0.595330954,color,
124,104,keys,0.593497992,color,
125,104,keys,0.606696129,color,
126,104,keys,0.603975296,color,
127,104,keys,0.584728003,color,
128,104,keys,0.588321209,color,red
129,104,keys,0.580914974,color,green
130,104,keys,0.587953091,color,green
131,104,keys,0.58534503,color,green
132,104,keys,0.583312988,color,green
133,104,keys,0.587476015,color,green
134,104,keys,0.584027052,color,green
135,104,keys,0.595757008,color,green
136,104,keys,0.577739954,color,green
137,104,keys,0.59698391,color,green
138,104,keys,0.596276045,color,green
139,104,keys,0.587336063,color,green
140,104,keys,0.592402935,color,green
141,104,keys,0.596602201,color,green
142,104,keys,0.557509899,color,green
143,104,keys,0.597480059,color,green
144,104,keys,0.588777065,color,green
145,104,keys,0.580775023,color,green
146,104,keys,0.576599121,color,green
147,104,keys,0.577250957,color,green
148,104,keys,0.575639725,color,green
149,104,keys,0.579232931,color,green
150,104,keys,0.576679945,color,green
151,104,keys,0.577507734,color,green
152,104,keys,0.578658104,object,box
153,104,keys,0.588307858,object,box
154,104,keys,0.590570927,object,box
155,104,keys,0.579725027,object,box
156,104,keys,0.585145235,object,box
157,104,keys,0.56774497,object,box
158,104,keys,0.574816942,object,
159,104,keys,0.579788208,object,knife
160,104,keys,0.577839136,object,knife
161,104,keys,0.582989931,object,knife
0,104,speech,0.663840055,color,white
1,104,speech,0.581616879,object,tablet
2,104,speech,0.57148385,color,orange
3,104,speech,0.569824934,object,tongs
4,104,speech,0.562705278,color,orange
5,104,speech,0.557503939,object,soap
6,104,speech,0.556318283,color,green
7,104,speech,0.5674119,object,pencil case
8,104,speech,0.552620888,object,calculator
9,104,speech,0.553061008,object,calculator
10,104,speech,0.555235863,color,orange
11,104,speech,0.560308933,object,ball
12,104,speech,0.55564189,color,green
13,104,speech,0.553637028,object,ball
14,104,speech,0.558959961,color,
15,104,speech,0.553597927,color,
16,104,speech,0.564723969,color,
17,104,speech,0.544983864,object,
18,104,speech,0.5490942,color,white
19,104,speech,0.560363054,object,tablet
0,105,speech,0.622745752,object,soap
1,105,speech,0.564022779,object,pencil case
2,105,speech,0.567358971,object,
3,105,speech,0.566715956,object,calculator
4,105,speech,0.568342924,object,ball
5,105,speech,0.573728085,color,orange
6,105,speech,0.5587852,object,tablet
7,105,speech,0.579530954,object,ball
8,105,speech,0.574388981,color,green
9,105,speech,0.568105936,color,indigo
10,105,speech,0.570616961,object,
11,105,speech,0.578292131,object,
12,105,speech,0.606865883,object,
13,105,speech,0.56554985,object,
14,105,speech,0.5651052,object,
15,105,speech,0.569757938,object,
16,105,speech,0.570854187,object,pen
17,105,speech,0.561993837,object,tongs
0,105,keys,0.765452862,color,red
1,105,keys,0.614619017,object,knife
2,105,keys,0.57776165,object,knife
3,105,keys,0.575844049,object,knife
4,105,keys,0.591726065,object,knife
5,105,keys,0.592407942,object,knife
6,105,keys,0.623682022,object,knife
7,105,keys,0.577472925,object,knife
8,105,keys,0.594898939,color,pink
9,105,keys,0.626289129,object,candle
10,105,keys,0.599040031,color,red
11,105,keys,0.585227966,object,candle
12,105,keys,0.571798086,object,candle
13,105,keys,0.650341988,color,pink
14,105,keys,0.602578163,color,pink
0,106,keys,0.79039216,color,
1,106,keys,0.74219799,color,pink
2,106,keys,0.723321199,color,pink
3,106,keys,0.724901915,color,pink
4,106,keys,0.72260499,color,pink
5,106,keys,0.733093262,color,pink
6,106,keys,0.705546141,color,red
7,106,keys,0.715523005,color,red
8,106,keys,0.731523991,color,red
9,106,keys,0.728741884,color,red
10,106,keys,0.746260405,color,red
11,106,keys,0.749658823,color,red
12,106,keys,0.727726936,color,red
13,106,keys,0.727175951,color,red
14,106,keys,0.734203815,color,red
15,106,keys,0.72491312,color,red
16,106,keys,0.70581913,object,candle
17,106,keys,0.737595081,object,candle
18,106,keys,0.734863758,object,candle
19,106,keys,0.71175313,object,candle
20,106,keys,0.746501684,object,candle
21,106,keys,0.743702888,object,
22,106,keys,0.736528873,object,ornament
23,106,keys,0.733751059,object,ornament
24,106,keys,0.747875214,object,ornament
25,106,keys,0.723710775,object,ornament
26,106,keys,0.721035004,object,ornament
27,106,keys,0.729421139,object,ornament
28,106,keys,0.725411892,object,candle
29,106,keys,0.733037949,object,candle
30,106,keys,0.726232052,object,candle
31,106,keys,0.730824947,object,candle
32,106,keys,0.72395587,object,candle
33,106,keys,0.723459959,object,candle
34,106,keys,0.694238901,object,candle
35,106,keys,0.766005754,color,pink
36,106,keys,0.722836018,color,pink
37,106,keys,0.724216938,color,pink
38,106,keys,0.718186855,color,pink
39,106,keys,0.702436209,color,pink
40,106,keys,0.737628937,color,red
41,106,keys,0.731574059,color,red
42,106,keys,0.705312967,color,red
43,106,keys,0.7180233,color,red
44,106,keys,0.727837801,color,red
45,106,keys,0.756266117,color,red
46,106,keys,0.739331007,color,red
47,106,keys,0.725962877,object,ornament
48,106,keys,0.710726023,object,ornament
49,106,keys,0.718145132,object,ornament
50,106,keys,0.752559185,object,ornament
51,106,keys,0.725347996,object,
52,106,keys,0.722258091,object,knife
53,106,keys,0.745321274,object,knife
54,106,keys,0.732211351,color,pink
55,106,keys,0.734665155,color,pink
56,106,keys,0.725303888,color,pink
57,106,keys,0.717539072,color,white
58,106,keys,0.714763165,color,white
59,106,keys,0.72299695,color,white
60,106,keys,0.752062082,color,white
61,106,keys,0.713638783,color,
62,106,keys,0.73566103,color,green
63,106,keys,0.727125883,color,green
64,106,keys,0.738471031,color,green
65,106,keys,0.736632109,color,green
66,106,keys,0.761514187,color,green
67,106,keys,0.714751005,color,red
68,106,keys,0.739471912,color,red
69,106,keys,0.727669954,color,red
70,106,keys,0.72246933,color,red
71,106,keys,0.73007679,color,red
72,106,keys,0.716132164,color,red
73,106,keys,0.725772142,object,knife
74,106,keys,0.72409606,object,knife
75,106,keys,0.719882965,object,knife
76,106,keys,0.728527784,object,knife
77,106,keys,0.743530035,object,
0,106,speech,0.808642864,object,tablet
1,106,speech,0.72871995,color,white
2,106,speech,0.714552879,object,tablet
3,106,speech,0.758062124,color,indigo
4,106,speech,0.770077944,object,ball
5,106,speech,0.753172159,color,orange
6,106,speech,0.692953825,object,soap
7,106,speech,0.723479033,object,pencil case
8,106,speech,0.754148245,object,ball
9,106,speech,0.800265074,color,green
0,107,keys,0.818473101,color,pink
1,107,keys,0.727599144,color,pink
2,107,keys,0.700722933,color,pink
3,107,keys,0.74349308,color,pink
4,107,keys,0.715898275,color,pink
5,107,keys,0.730037212,color,pink
6,107,keys,0.75355196,color,pink
7,107,keys,0.714421988,color,pink
8,107,keys,0.71963191,color,pink
9,107,keys,0.729445934,color,pink
10,107,keys,0.71897006,color,pink
11,107,keys,0.733466864,color,pink
12,107,keys,0.711918116,color,pink
13,107,keys,0.746382236,color,pink
14,107,keys,0.73506093,color,pink
15,107,keys,0.729584217,color,pink
16,107,keys,0.725896835,color,pink
17,107,keys,0.727062941,color,pink
18,107,keys,0.735378981,color,pink
19,107,keys,0.763358116,color,pink
20,107,keys,0.759325981,color,pink
21,107,keys,0.713658094,color,pink
22,107,keys,0.747643948,object,ornament
23,107,keys,0.731094122,object,ornament
24,107,keys,0.75929594,object,ornament
25,107,keys,0.722903967,object,ornament
26,107,keys,0.750614882,object,ornament
27,107,keys,0.731947899,object,ornament
28,107,keys,0.756792784,object,ornament
29,107,keys,0.743483305,object,ornament
30,107,keys,0.737830162,object,ornament
31,107,keys,0.759562969,object,ornament
32,107,keys,0.733456135,object,
33,107,keys,0.729681253,object,
34,107,keys,0.730153799,object,
35,107,keys,0.720970154,color,red
36,107,keys,0.73367691,object,candle
37,107,keys,0.71656394,object,candle
38,107,keys,0.716375828,object,candle
39,107,keys,0.732599974,object,candle
40,107,keys,0.72092104,object,candle
41,107,keys,0.73707819,object,candle
42,107,keys,0.739869833,object,candle
43,107,keys,0.745867968,object,candle
44,107,keys,0.756315947,object,candle
45,107,keys,0.722455025,object,candle
46,107,keys,0.742370129,color,red
47,107,keys,0.719985962,color,red
48,107,keys,0.747628927,color,red
49,107,keys,0.737720728,color,red
50,107,keys,0.728190899,object,ornament
51,107,keys,0.718714952,object,ornament
52,107,keys,0.726430178,object,ornament
53,107,keys,0.725970268,object,ornament
54,107,keys,0.728467226,object,ornament
55,107,keys,0.748938799,object,ornament
56,107,keys,0.728784084,object,ornament
57,107,keys,0.726732969,color,
58,107,keys,0.726096153,color,
59,107,keys,0.715332031,color,
60,107,keys,0.714940786,color,
61,107,keys,0.726638079,color,green
62,107,keys,0.723903179,color,
63,107,keys,0.72405076,color,
64,107,keys,0.745647907,color,green
65,107,keys,0.736516237,color,green
66,107,keys,0.713482141,object,
67,107,keys,0.733272076,object,
68,107,keys,0.739644051,object,
69,107,keys,0.717837095,object,
70,107,keys,0.713827133,object,
71,107,keys,0.719496965,object,
72,107,keys,0.728378773,object,
73,107,keys,0.732337236,object,
74,107,keys,0.730535269,object,
75,107,keys,0.734387398,object,
76,107,keys,0.717689753,object,
77,107,keys,0.728735924,object,box
78,107,keys,0.724675655,object,
79,107,keys,0.715964794,object,box
80,107,keys,0.722201824,object,box
81,107,keys,0.718717098,object,
82,107,keys,0.712404013,object,
83,107,keys,0.757873058,color,navy
84,107,keys,0.721003056,color,navy
85,107,keys,0.704335213,color,navy
86,107,keys,0.717643976,color,navy
87,107,keys,0.736045122,object,knife
88,107,keys,0.745148182,object,knife
89,107,keys,0.715860844,object,knife
90,107,keys,0.766862154,color,navy
91,107,keys,0.725044966,object,knife
92,107,keys,0.723097801,object,knife
93,107,keys,0.752765894,object,knife
94,107,keys,0.723917723,object,knife
95,107,keys,0.734946966,color,white
96,107,keys,0.743761063,color,white
97,107,keys,0.746939182,color,
98,107,keys,0.717946291,color,
99,107,keys,0.716645241,color,
100,107,keys,0.71727705,color,white
101,107,keys,0.726301193,color,white
102,107,keys,0.732254982,color,red
103,107,keys,0.739214897,object,candle
104,107,keys,0.732808113,object,candle
105,107,keys,0.753658772,object,candle
106,107,keys,0.74220705,object,candle
107,107,keys,0.712925196,object,candle
0,107,speech,0.878279924,color,white
1,107,speech,0.750635862,object,pencil case
2,107,speech,0.763156176,color,green
3,107,speech,0.771751881,object,soap
4,107,speech,0.759557962,object,tongs
5,107,speech,0.743317842,object,tongs
6,107,speech,0.758690834,object,ball
7,107,speech,0.73470211,color,orange
8,107,speech,0.773195744,object,tablet
9,107,speech,0.738084078,color,
10,107,speech,0.718142986,color,
11,107,speech,0.72781682,object,
12,107,speech,0.742660284,color,white
13,107,speech,0.747689247,object,tablet
14,107,speech,0.714732885,color,indigo
15,107,speech,0.746211052,object,pen
16,107,speech,0.741630077,object,pen
17,107,speech,0.719240904,object,calculator
18,107,speech,0.710772991,object,ball
19,107,speech,0.726145029,color,green
0,108,speech,0.870975018,color,green
1,108,speech,0.714485168,object,soap
2,108,speech,0.759425879,object,calculator
3,108,speech,0.779896021,object,
4,108,speech,0.697404861,object,pencil case
5,108,speech,0.724911928,object,ball
6,108,speech,0.709047079,color,green
7,108,speech,0.69710803,object,
8,108,speech,0.696228981,object,
9,108,speech,0.696642876,object,tablet
10,108,speech,0.72970891,color,indigo
11,108,speech,0.712309837,object,ball
12,108,speech,0.755472898,color,orange
13,108,speech,0.727973223,object,tablet
14,108,speech,0.726256847,color,white
0,108,keys,0.848663092,color,red
1,108,keys,0.77403307,object,ornament
2,108,keys,0.759963274,object,candle
3,108,keys,0.75654912,color,red
4,108,keys,0.743891954,object,
5,108,keys,0.723568916,object,
6,108,keys,0.726563692,object,
7,108,keys,0.716038942,object,box
8,108,keys,0.718899965,object,knife
9,108,keys,0.767109871,color,navy
10,108,keys,0.697819948,color,navy
11,108,keys,0.780100107,color,navy
12,108,keys,0.754060745,color,navy
13,108,keys,0.756016016,object,cell phone
14,108,keys,0.752684116,object,knife
15,108,keys,0.721134186,object,knife
16,108,keys,0.750609159,object,knife
17,108,keys,0.753289938,color,navy
18,108,keys,0.740967989,object,ornament
19,108,keys,0.750254154,object,candle
20,108,keys,0.797765732,color,red
